Time (min), Utilization by Type
0, 3.56543e+06, 3.39297e+06, 2.16593e+06, 0, 0, 0, 0, 0, 0, 9.15165e+06, 
10, 2.14811e+06, 5.9965e+06, 1.86228e+06, 0, 0, 0, 0, 0, 0, 1.00162e+07, 
20, 1.35119e+06, 5.13711e+06, 3.5249e+06, 0, 0, 0, 0, 0, 0, 1.0004e+07, 
30, 3.973e+06, 4.52567e+06, 1.51169e+06, 0, 0, 0, 0, 0, 0, 9.98176e+06, 
40, 2.07429e+06, 6.30078e+06, 1.62481e+06, 0, 0, 0, 0, 0, 0, 9.97924e+06, 
50, 0, 5.64587e+06, 1.36257e+06, 0, 0, 0, 0, 0, 0, 7.0079e+06, 
60, 2.99199e+06, 6.78859e+06, 0, 0, 0, 0, 0, 0, 0, 9.78964e+06, 
70, 5.29831e+06, 2.45737e+06, 2.25271e+06, 0, 0, 0, 0, 0, 0, 1.00007e+07, 
80, 2.55056e+06, 5.13965e+06, 1.78456e+06, 0, 0, 0, 0, 0, 0, 9.48042e+06, 
